Make,Model,Injury.Severity,Aircraft.damage,Total.Serious.Injuries,Total.Fatal.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Investigation.Type,Engine.Type
Cessna,310D,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-23,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Mooney,M20J,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Descent,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152(II),Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Beech,35,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28R-180,Non-Fatal,Substantial,1.0,0.0,0.0,IMC,Landing,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Bellanca,8GCBC,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-31-310,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-31T2,Fatal(8),Destroyed,0.0,8.0,0.0,IMC,Approach,Accident,Turbo Prop
Beech,90,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Cruise,Accident,Turbo Prop
Cessna,152,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28RT-201T,Non-Fatal,Substantial,1.0,0.0,0.0,IMC,Descent,Accident,Reciprocating
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,177RG,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Boeing,727-235,Non-Fatal,Substantial,1.0,0.0,51.0,VMC,Takeoff,Accident,Turbo Fan
Piper,PA-23,Non-Fatal,Substantial,0.0,0.0,6.0,IMC,Approach,Accident,Reciprocating
Beech,A36,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,T210N,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Piper,PA-44-180T,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Descent,Accident,Reciprocating
Cessna,172H,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172A,Non-Fatal,Substantial,0.0,0.0,2.0,UNK,Takeoff,Accident,Reciprocating
Beech,58,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Approach,Accident,Reciprocating
Cessna,P206B,Non-Fatal,Substantial,0.0,0.0,1.0,UNK,Landing,Accident,Reciprocating
Bell,47G2,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,404,Non-Fatal,Substantial,0.0,0.0,7.0,IMC,Landing,Accident,Reciprocating
Cessna,172L,Fatal(1),Destroyed,1.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,182Q,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-36-375,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Beech,56TC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Grumman,G-21A,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-22-150,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Destroyed,4.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-180,Fatal(1),Destroyed,0.0,1.0,0.0,UNK,Cruise,Accident,Reciprocating
Grumman,AA-5A,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-32R-301T,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Cruise,Accident,Reciprocating
Mooney,M-20C,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Landing,Accident,Reciprocating
Bellanca,7GCBC,Fatal(2),Substantial,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-28-140,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Go-around,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,8KCAB,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,14-19-3A,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,421C,Non-Fatal,Substantial,0.0,0.0,6.0,VMC,Cruise,Accident,Reciprocating
Grumman,G-164A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,A185F,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,210A,Non-Fatal,Substantial,0.0,0.0,1.0,UNK,Other,Accident,Reciprocating
Piper,PA-60,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Bell,206B,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Piper,PA-60/601P,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152II,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,210,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,BE-95-C55,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,150,Non-Fatal,Destroyed,0.0,0.0,2.0,IMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Destroyed,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,310Q,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,414,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,210L,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,421B,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Beech,23,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-23,Non-Fatal,Substantial,0.0,0.0,5.0,VMC,Landing,Accident,Reciprocating
Beech,D18S,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Approach,Accident,Reciprocating
Beech,B90,Incident,Minor,0.0,0.0,3.0,IMC,Landing,Incident,Turbo Prop
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-20,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Cessna,182C,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,152,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Beech,T-34B,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Approach,Accident,Reciprocating
Cessna,150G,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,170,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Hughes,269C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,320C,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Cessna,T210M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,T21OL,Fatal(6),Destroyed,0.0,6.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-32-260,Fatal(4),Destroyed,0.0,4.0,0.0,VMC,Unknown,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172L,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Piper,J3-F65,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,140A,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Bell,47G,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-25-235C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Bellanca,8GCBC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Bell,206B III,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,U206,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Cruise,Accident,Reciprocating
Cessna,A152,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Hughes,500,Non-Fatal,Substantial,0.0,0.0,4.0,IMC,Cruise,Accident,Turbo Shaft
Cessna,182RG,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Beech,35-B33,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Climb,Accident,Reciprocating
Piper,J3F-65,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Approach,Accident,Reciprocating
Mooney,M20F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-18,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Other,Accident,Reciprocating
Bell,206B,Fatal(2),Destroyed,0.0,2.0,0.0,VMC,Approach,Accident,Turbo Shaft
Cessna,150,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,172RG,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Cessna,P210N,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,170,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-32-300,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Beech,B35,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-36,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Cessna,310K,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Mooney,M20E,Fatal(1),Substantial,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Piper,PA-30,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,182L,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,C-24R,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,P337H,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,B58,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Piper,PA-23,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Mooney,M20K,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,1.0,UNK,Descent,Accident,Reciprocating
Cessna,310,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-180,Fatal(1),Substantial,2.0,1.0,0.0,VMC,Descent,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Descent,Accident,Reciprocating
Cessna,172M,Non-Fatal,Destroyed,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172RG,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,172M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,177RG,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Bell,206B III,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Maneuvering,Accident,Turbo Shaft
Cessna,T188C,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-140,Incident,Minor,0.0,0.0,1.0,VMC,Climb,Incident,Reciprocating
Piper,PA-28R-180,Non-Fatal,Destroyed,1.0,0.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,TR182,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Beech,E18S,Non-Fatal,Substantial,0.0,0.0,0.0,UNK,Takeoff,Accident,Reciprocating
Piper,PA-23 250,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Approach,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Takeoff,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Beech,V35B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,210D,Fatal(1),Substantial,1.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,172,Fatal(2),Destroyed,0.0,2.0,0.0,UNK,Cruise,Accident,Reciprocating
Piper,PA-28-151,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,150M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,U-206,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Cessna,180,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bellanca,7GCBC,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,T337C,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,150J,Non-Fatal,Destroyed,1.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Beech,95-55,Non-Fatal,Minor,0.0,0.0,2.0,IMC,Taxi,Accident,Reciprocating
Beech,95-B55,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,1.0,0.0,0.0,VMC,Taxi,Accident,Reciprocating
Cessna,172G,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,310,Non-Fatal,Substantial,0.0,0.0,2.0,IMC,Taxi,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-181,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-34-200,Non-Fatal,Substantial,0.0,0.0,3.0,IMC,Landing,Accident,Reciprocating
Beech,F33A,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-30,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,501,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Turbo Jet
Bellanca,7ECA,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Cessna,182J,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Taxi,Accident,Reciprocating
Beech,A36TC,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Piper,PA-32,Non-Fatal,Substantial,0.0,0.0,0.0,IMC,Approach,Accident,Reciprocating
Cessna,172,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,210G,Fatal(2),Destroyed,0.0,2.0,0.0,UNK,Cruise,Accident,Reciprocating
Cessna,120,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Boeing,KC-135A,Fatal(6),Destroyed,0.0,6.0,0.0,UNK,Approach,Accident,Turbo Jet
Piper,PA-22-150,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Taxi,Accident,Reciprocating
Piper,PA-32-301T,Non-Fatal,Substantial,0.0,0.0,6.0,VMC,Takeoff,Accident,Reciprocating
Cessna,182B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182H,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Takeoff,Accident,Reciprocating
Beech,200,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Landing,Accident,Turbo Prop
Piper,PA-28,Non-Fatal,Substantial,1.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Cessna,172N,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Cessna,182,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-28R-201,Non-Fatal,Destroyed,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Beech,C-45H,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Climb,Accident,Reciprocating
Cessna,T188C,Fatal(1),Destroyed,0.0,1.0,0.0,UNK,Maneuvering,Accident,Reciprocating
Piper,PA-18-135,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Approach,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,1.0,0.0,2.0,VMC,Approach,Accident,Reciprocating
Cessna,210M,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Takeoff,Accident,Reciprocating
Beech,B24R,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,182P,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,T210G,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
Cessna,172,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Maneuvering,Accident,Reciprocating
Piper,PA-31P,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Cruise,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Cruise,Accident,Reciprocating
Cessna,185,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Beech,58,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,340A,Fatal(3),Destroyed,0.0,3.0,0.0,IMC,Climb,Accident,Reciprocating
Cessna,402C,Incident,Minor,0.0,0.0,3.0,VMC,Takeoff,Incident,Reciprocating
Cessna,340,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Go-around,Accident,Reciprocating
Cessna,T210M,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Cruise,Accident,Reciprocating
Bell,206B,Non-Fatal,Substantial,0.0,0.0,4.0,VMC,Approach,Accident,Turbo Shaft
Bell,206 L-1,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Turbo Shaft
Cessna,172N,Non-Fatal,Destroyed,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Mooney,M20K,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Descent,Accident,Reciprocating
Piper,PA-18-150,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,150,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Piper,PA-28RT-201,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Descent,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38-112,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,182,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,401,Fatal(5),Destroyed,2.0,5.0,0.0,IMC,Climb,Accident,Reciprocating
Piper,PA-24-260,Fatal(2),Destroyed,0.0,2.0,0.0,IMC,Takeoff,Accident,Reciprocating
Cessna,421,Fatal(1),Destroyed,2.0,1.0,0.0,IMC,Approach,Accident,Reciprocating
Mooney,M20F,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Piper,PA-28-161,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Takeoff,Accident,Reciprocating
Cessna,180J,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-24-250,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Cessna,A188B,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Takeoff,Accident,Reciprocating
Bell,47J-2A,Non-Fatal,Substantial,1.0,0.0,2.0,VMC,Maneuvering,Accident,Reciprocating
Beech,F35,Fatal(3),Destroyed,0.0,3.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,182,Non-Fatal,Destroyed,3.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,421C,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,177,Non-Fatal,Destroyed,2.0,0.0,0.0,VMC,Landing,Accident,Reciprocating
Piper,PA-38,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Climb,Accident,Reciprocating
Cessna,172F,Incident,Minor,0.0,0.0,2.0,VMC,Landing,Incident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,0.0,1.0,0.0,VMC,Maneuvering,Accident,Reciprocating
Cessna,172N,Fatal(1),Destroyed,0.0,1.0,0.0,IMC,Cruise,Accident,Reciprocating
Beech,A23-24,Non-Fatal,Substantial,0.0,0.0,3.0,VMC,Taxi,Accident,Reciprocating
Cessna,150,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,210,Non-Fatal,Substantial,0.0,0.0,1.0,IMC,Landing,Accident,Reciprocating
Hughes,H-369HS,Non-Fatal,Substantial,0.0,0.0,2.0,VMC,Landing,Accident,Turbo Shaft
Mooney,M20E,Non-Fatal,Substantial,0.0,0.0,0.0,VMC,Cruise,Accident,Reciprocating
Cessna,152,Non-Fatal,Substantial,0.0,0.0,1.0,VMC,Landing,Accident,Reciprocating
Cessna,U206G,Fatal(2),Destroyed,2.0,2.0,0.0,IMC,Cruise,Accident,Reciprocating
Cessna,T210M,Fatal(5),Destroyed,0.0,5.0,0.0,IMC,Go-around,Accident,Reciprocating
Piper,PA-32R,Non-Fatal,Destroyed,0.0,0.0,2.0,VMC,Landing,Accident,Reciprocating
